,Unnamed: 0,Brand,Processor,RAM (GB),Storage,GPU,Screen Size (inch),Resolution,Battery Life (hours),Weight (kg),Operating System,Y,RAM latency,% defective devices (from 1000 pc),QDR benchamrk
8221,8221,HP,AMD Ryzen 7,16,1TB SSD,Nvidia RTX 3060,14.0,1366x768,4.1,2.59,FreeDOS,1152.91,7.1,10.18,944.0
8222,8222,Samsung,Intel i3,8,256GB SSD,Integrated,14.0,1366x768,6.6,3.13,Linux,601.36,6.4,13.57,1014.0
8223,8223,Lenovo,Intel i3,32,1TB HDD,AMD Radeon RX 6800,15.6,2560x1440,8.1,1.81,Linux,1434.57,7.3,8.15,1259.0
8224,8224,MSI,Intel i7,32,2TB SSD,Nvidia RTX 3060,16.0,3840x2160,4.5,2.33,FreeDOS,4831.11,8.5,12.5,1206.0
8225,8225,MSI,Intel i7,32,1TB HDD,Nvidia GTX 1650,14.0,2560x1440,9.7,1.97,macOS,2680.62,7.9,13.73,1457.0
8226,8226,HP,AMD Ryzen 7,16,256GB SSD,AMD Radeon RX 6800,17.3,1366x768,4.1,2.65,Linux,1263.58,7.1,10.22,445.0
8227,8227,Acer,Intel i3,32,512GB SSD,Nvidia RTX 2060,14.0,1920x1080,7.5,3.18,Linux,1468.02,7.3,13.09,870.0
8228,8228,Lenovo,AMD Ryzen 9,32,512GB SSD,AMD Radeon RX 6600,15.6,3840x2160,6.5,2.63,Windows,4880.61,8.5,13.45,1090.0
8229,8229,Razer,AMD Ryzen 5,64,1TB HDD,Nvidia GTX 1650,13.3,3840x2160,8.1,2.68,Linux,4679.13,8.5,5.7,1530.0
8230,8230,Razer,Intel i7,32,1TB HDD,Nvidia RTX 3060,14.0,1366x768,8.8,3.24,macOS,1854.51,7.5,13.46,1320.0
8231,8231,Asus,AMD Ryzen 7,8,256GB SSD,Integrated,15.6,1366x768,9.7,3.28,FreeDOS,810.7,6.7,11.08,802.0
8232,8232,Lenovo,Intel i9,32,256GB SSD,Nvidia RTX 3080,14.0,1920x1080,5.8,2.11,macOS,2707.07,7.9,10.79,1837.0
8233,8233,Dell,Intel i9,32,2TB SSD,Nvidia RTX 2060,13.3,3840x2160,11.8,1.27,Windows,4464.63,8.4,8.26,941.0
8234,8234,HP,AMD Ryzen 7,4,512GB SSD,Integrated,14.0,1920x1080,11.8,2.1,Windows,909.45,6.8,13.4,1001.0
8235,8235,Samsung,AMD Ryzen 3,8,1TB HDD,Nvidia GTX 1650,15.6,2560x1440,8.5,1.43,Linux,978.18,6.9,9.72,1051.0
8236,8236,Samsung,Intel i5,4,2TB SSD,Nvidia RTX 3060,16.0,3840x2160,6.7,2.9,FreeDOS,1504.64,7.3,8.38,1369.0
8237,8237,MSI,AMD Ryzen 3,64,512GB SSD,AMD Radeon RX 6600,17.3,2560x1440,4.1,3.42,macOS,3583.1,8.2,10.3,1223.0
8238,8238,MSI,AMD Ryzen 5,4,256GB SSD,AMD Radeon RX 6800,17.3,1366x768,6.8,2.78,FreeDOS,1177.45,7.1,4.14,1150.0
8239,8239,Dell,AMD Ryzen 5,16,2TB SSD,Nvidia RTX 3060,17.3,3840x2160,6.5,2.07,macOS,2137.22,7.7,8.87,1069.0
8240,8240,Microsoft,AMD Ryzen 5,8,2TB SSD,AMD Radeon RX 6600,17.3,3840x2160,10.0,2.18,FreeDOS,1823.16,7.5,6.37,2166.0
8241,8241,Razer,AMD Ryzen 3,16,1TB HDD,AMD Radeon RX 6800,13.3,3840x2160,7.0,3.11,Linux,2035.18,7.6,10.37,1295.0
8242,8242,HP,AMD Ryzen 9,4,1TB HDD,AMD Radeon RX 6800,14.0,1920x1080,9.6,3.02,FreeDOS,1339.36,7.2,8.95,1040.0
8243,8243,Razer,Intel i7,4,512GB SSD,AMD Radeon RX 6800,17.3,1366x768,8.1,3.22,Linux,1546.51,7.3,14.19,1256.0
8244,8244,Lenovo,AMD Ryzen 3,32,512GB SSD,Nvidia RTX 2060,17.3,2560x1440,10.8,1.61,FreeDOS,1974.99,7.6,11.08,1810.0
8245,8245,Apple,AMD Ryzen 9,4,2TB SSD,AMD Radeon RX 6600,14.0,2560x1440,11.3,1.56,Windows,2678.43,7.9,11.95,1180.0
8246,8246,Dell,Intel i9,64,512GB SSD,Nvidia GTX 1650,15.6,1920x1080,9.8,3.19,FreeDOS,4215.64,8.3,13.84,2490.0
8247,8247,Dell,Intel i9,16,1TB SSD,AMD Radeon RX 6800,14.0,2560x1440,6.6,1.96,macOS,2415.37,7.8,9.77,2121.0
8248,8248,Acer,Intel i7,16,1TB SSD,Nvidia RTX 3080,13.3,1920x1080,6.9,3.14,macOS,1429.0,7.3,10.05,1467.0
8249,8249,HP,Intel i7,64,2TB SSD,Nvidia GTX 1650,17.3,2560x1440,11.3,3.35,FreeDOS,4005.81,8.3,7.86,1524.0
8250,8250,HP,Intel i9,16,2TB SSD,Integrated,15.6,1920x1080,10.3,3.11,FreeDOS,1400.22,7.2,5.83,1638.0
8251,8251,Apple,AMD Ryzen 5,16,1TB HDD,AMD Radeon RX 6800,14.0,2560x1440,5.8,1.8,Linux,1957.47,7.6,7.53,808.0
8252,8252,HP,AMD Ryzen 3,64,1TB SSD,Integrated,17.3,2560x1440,8.6,2.07,Windows,1812.6,7.5,9.64,1388.0
8253,8253,HP,Intel i9,64,1TB SSD,Integrated,17.3,3840x2160,7.0,3.08,Linux,4879.98,8.5,12.8,1547.0
8254,8254,Dell,Intel i3,8,2TB SSD,Nvidia RTX 3080,15.6,1366x768,10.8,2.88,Windows,694.94,6.5,15.66,621.0
8255,8255,Apple,AMD Ryzen 7,4,1TB HDD,Nvidia GTX 1650,15.6,3840x2160,11.7,3.11,Linux,2512.76,7.8,7.36,1716.0
8256,8256,MSI,Intel i5,16,2TB SSD,AMD Radeon RX 6800,13.3,2560x1440,5.0,1.21,FreeDOS,2047.19,7.6,8.46,631.0
8257,8257,Acer,AMD Ryzen 3,16,1TB HDD,Nvidia RTX 3080,15.6,1366x768,6.2,2.54,Linux,830.11,6.7,9.28,1903.0
8258,8258,Apple,AMD Ryzen 5,64,1TB SSD,AMD Radeon RX 6600,17.3,1366x768,4.5,3.04,macOS,3296.7,8.1,9.15,1492.0
8259,8259,Dell,AMD Ryzen 7,64,1TB SSD,Integrated,16.0,1366x768,10.0,1.79,macOS,1946.4,7.6,6.49,1186.0
8260,8260,MSI,AMD Ryzen 3,4,1TB HDD,Nvidia GTX 1650,17.3,2560x1440,6.3,1.31,Windows,1061.12,7.0,3.88,661.0
8261,8261,Apple,Intel i9,16,512GB SSD,AMD Radeon RX 6800,15.6,3840x2160,11.1,3.02,macOS,5301.23,8.6,14.74,1057.0
8262,8262,Asus,AMD Ryzen 7,4,2TB SSD,Nvidia RTX 3080,15.6,1366x768,4.6,1.95,FreeDOS,942.76,6.8,6.08,1173.0
8263,8263,Microsoft,Intel i5,16,1TB HDD,Nvidia RTX 3080,15.6,1366x768,7.0,1.67,Linux,936.51,6.8,9.84,705.0
8264,8264,Microsoft,Intel i5,8,2TB SSD,Nvidia RTX 2060,17.3,2560x1440,11.1,1.42,FreeDOS,1438.71,7.3,10.76,916.0
8265,8265,MSI,Intel i9,16,1TB SSD,Integrated,17.3,1920x1080,10.5,2.92,Linux,2052.7,7.6,14.28,881.0
8266,8266,Acer,Intel i9,4,1TB HDD,Nvidia RTX 3080,16.0,3840x2160,11.7,3.38,Linux,2184.26,7.7,6.75,769.0
8267,8267,Microsoft,AMD Ryzen 5,16,256GB SSD,Nvidia GTX 1650,15.6,1920x1080,9.7,3.27,FreeDOS,1203.59,7.1,9.66,931.0
8268,8268,Acer,Intel i3,32,1TB HDD,AMD Radeon RX 6800,13.3,1920x1080,5.8,2.82,Linux,1060.47,7.0,3.5,1322.0
8269,8269,Dell,Intel i9,32,256GB SSD,Nvidia RTX 3060,16.0,1920x1080,7.3,1.49,macOS,2959.07,8.0,9.29,1209.0
8270,8270,Apple,AMD Ryzen 3,4,2TB SSD,AMD Radeon RX 6600,13.3,2560x1440,10.3,2.28,macOS,1457.89,7.3,7.6,1682.0
8271,8271,Acer,Intel i5,8,512GB SSD,Integrated,13.3,1366x768,6.9,3.08,Windows,568.36,6.3,6.11,2085.0
8272,8272,HP,Intel i9,64,512GB SSD,Nvidia RTX 3080,17.3,1366x768,9.9,3.34,macOS,3564.35,8.2,7.38,1528.0
8273,8273,HP,AMD Ryzen 3,4,256GB SSD,Nvidia RTX 3060,15.6,2560x1440,8.6,1.33,FreeDOS,1093.27,7.0,15.14,1083.0
8274,8274,Dell,Intel i5,8,2TB SSD,AMD Radeon RX 6600,14.0,2560x1440,11.0,1.82,Windows,1379.17,7.2,13.69,1207.0
8275,8275,Asus,AMD Ryzen 5,64,512GB SSD,Integrated,15.6,2560x1440,4.0,3.41,macOS,2266.47,7.7,10.46,1787.0
8276,8276,Apple,AMD Ryzen 5,8,256GB SSD,Integrated,15.6,1366x768,4.5,2.72,Windows,1048.56,7.0,10.66,1677.0
8277,8277,Asus,Intel i5,16,256GB SSD,Integrated,13.3,2560x1440,11.2,2.56,macOS,1142.05,7.0,7.61,788.0
8278,8278,Microsoft,AMD Ryzen 3,4,1TB SSD,AMD Radeon RX 6800,16.0,2560x1440,10.7,3.17,macOS,1009.28,6.9,14.63,710.0
8279,8279,Asus,AMD Ryzen 9,4,2TB SSD,AMD Radeon RX 6800,17.3,1920x1080,8.8,2.8,Linux,1642.07,7.4,14.7,1576.0
8280,8280,Razer,AMD Ryzen 7,16,2TB SSD,Nvidia RTX 2060,17.3,3840x2160,8.7,2.81,macOS,3780.55,8.2,11.06,995.0
8281,8281,Lenovo,Intel i7,4,2TB SSD,AMD Radeon RX 6600,15.6,1920x1080,7.3,2.0,FreeDOS,1307.99,7.2,8.13,1583.0
8282,8282,Dell,AMD Ryzen 5,4,2TB SSD,AMD Radeon RX 6800,17.3,1366x768,5.4,3.28,Windows,740.97,6.6,8.62,1096.0
8283,8283,Dell,Intel i5,4,1TB HDD,Nvidia GTX 1650,15.6,1366x768,7.4,3.37,macOS,836.58,6.7,10.15,1052.0
8284,8284,Acer,Intel i3,64,1TB SSD,Nvidia RTX 3080,13.3,2560x1440,4.5,2.28,Linux,2410.62,7.8,3.1,1052.0
8285,8285,HP,AMD Ryzen 7,64,512GB SSD,Nvidia RTX 2060,16.0,3840x2160,10.4,3.36,Linux,5315.4,8.6,11.9,868.0
8286,8286,Acer,AMD Ryzen 7,16,2TB SSD,Integrated,14.0,1920x1080,4.9,1.73,macOS,1145.56,7.0,13.86,1363.0
8287,8287,Samsung,AMD Ryzen 3,16,512GB SSD,Integrated,13.3,3840x2160,5.3,2.33,FreeDOS,1081.25,7.0,7.48,1700.0
8288,8288,Samsung,AMD Ryzen 9,16,1TB SSD,Nvidia RTX 3080,15.6,1366x768,6.6,1.4,Windows,1760.29,7.5,19.02,796.0
8289,8289,Lenovo,AMD Ryzen 3,32,1TB SSD,Nvidia RTX 2060,13.3,2560x1440,11.1,2.21,Windows,1756.89,7.5,6.97,1290.0
8290,8290,Acer,Intel i7,16,1TB HDD,Nvidia RTX 3060,17.3,1366x768,8.1,1.73,Windows,1143.89,7.0,13.45,1048.0
8291,8291,Dell,AMD Ryzen 9,8,256GB SSD,Nvidia GTX 1650,17.3,3840x2160,4.1,2.93,macOS,3061.19,8.0,9.84,1329.0
8292,8292,Dell,AMD Ryzen 3,64,512GB SSD,Integrated,16.0,2560x1440,9.8,1.58,Linux,1929.53,7.6,10.18,2007.0
8293,8293,Lenovo,AMD Ryzen 7,4,1TB SSD,Integrated,15.6,1920x1080,9.1,2.04,macOS,951.16,6.9,11.23,2016.0
8294,8294,Apple,AMD Ryzen 7,16,512GB SSD,AMD Radeon RX 6600,17.3,1920x1080,6.9,1.33,FreeDOS,2544.19,7.8,9.25,1646.0
8295,8295,Razer,Intel i5,32,2TB SSD,Nvidia GTX 1650,14.0,1920x1080,9.4,2.72,macOS,2275.49,7.7,9.41,730.0
8296,8296,Dell,Intel i3,4,256GB SSD,Nvidia GTX 1650,15.6,1920x1080,11.9,1.85,Linux,845.39,6.7,5.38,739.0
8297,8297,MSI,AMD Ryzen 3,8,256GB SSD,Integrated,16.0,1920x1080,7.4,3.3,Linux,891.36,6.8,16.51,1741.0
8298,8298,Asus,AMD Ryzen 3,64,256GB SSD,Nvidia GTX 1650,13.3,1920x1080,5.6,2.82,macOS,1871.17,7.5,10.83,1883.0
8299,8299,Microsoft,Intel i5,4,256GB SSD,AMD Radeon RX 6800,13.3,3840x2160,5.8,2.85,Windows,1527.47,7.3,4.42,1759.0
8300,8300,HP,AMD Ryzen 7,16,512GB SSD,Nvidia RTX 3080,17.3,3840x2160,11.1,2.89,FreeDOS,2827.69,7.9,12.37,1568.0
8301,8301,Acer,Intel i7,64,2TB SSD,Integrated,17.3,1366x768,11.3,3.23,Windows,1897.12,7.5,12.01,1450.0
8302,8302,Asus,AMD Ryzen 3,32,256GB SSD,Nvidia RTX 3080,16.0,1366x768,9.3,2.64,Linux,1193.79,7.1,14.51,1285.0
8303,8303,Lenovo,Intel i3,4,256GB SSD,Nvidia GTX 1650,13.3,3840x2160,8.0,2.75,Windows,1240.43,7.1,5.51,1314.0
8304,8304,HP,Intel i5,4,2TB SSD,Nvidia GTX 1650,17.3,1366x768,11.8,2.11,FreeDOS,956.99,6.9,11.41,1269.0
8305,8305,Samsung,Intel i7,64,512GB SSD,Nvidia RTX 2060,13.3,2560x1440,11.6,3.12,macOS,3774.63,8.2,13.26,1910.0
8306,8306,Acer,Intel i3,64,512GB SSD,AMD Radeon RX 6800,17.3,3840x2160,5.9,1.95,FreeDOS,3753.66,8.2,10.67,1459.0
8307,8307,MSI,AMD Ryzen 5,32,2TB SSD,Integrated,16.0,1366x768,5.3,2.06,Windows,1277.74,7.2,9.43,739.0
8308,8308,Apple,Intel i3,32,512GB SSD,Nvidia RTX 3080,17.3,1366x768,9.7,2.01,Windows,1840.74,7.5,9.25,724.0
8309,8309,Apple,AMD Ryzen 9,32,1TB SSD,AMD Radeon RX 6600,15.6,3840x2160,8.6,3.36,FreeDOS,7187.43,8.9,7.58,971.0
8310,8310,HP,Intel i9,8,1TB SSD,Nvidia GTX 1650,17.3,1920x1080,4.4,2.08,FreeDOS,1826.33,7.5,8.91,898.0
8311,8311,Samsung,AMD Ryzen 3,64,512GB SSD,Integrated,17.3,1920x1080,4.9,2.4,Windows,1469.2,7.3,8.73,343.0
8312,8312,Acer,Intel i3,4,1TB HDD,Nvidia RTX 3080,13.3,2560x1440,5.7,2.51,FreeDOS,802.69,6.7,10.78,1036.0
8313,8313,Dell,AMD Ryzen 9,16,1TB SSD,Nvidia RTX 3080,13.3,1366x768,11.5,1.65,macOS,1621.0,7.4,9.85,1423.0
8314,8314,Lenovo,Intel i3,8,1TB HDD,Nvidia RTX 3080,13.3,1920x1080,9.6,2.35,Linux,835.49,6.7,9.86,689.0
8315,8315,HP,AMD Ryzen 3,4,1TB HDD,AMD Radeon RX 6800,16.0,1920x1080,5.7,2.79,macOS,722.47,6.6,9.21,1380.0
8316,8316,HP,AMD Ryzen 9,16,1TB HDD,Integrated,14.0,1920x1080,11.2,2.06,macOS,1094.13,7.0,7.72,1783.0
8317,8317,MSI,AMD Ryzen 3,16,1TB SSD,Nvidia RTX 2060,17.3,2560x1440,10.6,2.45,macOS,1818.39,7.5,8.03,760.0
8318,8318,Samsung,AMD Ryzen 9,4,1TB SSD,Nvidia RTX 2060,15.6,2560x1440,10.6,1.85,Linux,2185.28,7.7,11.23,2928.0
8319,8319,HP,Intel i3,8,2TB SSD,AMD Radeon RX 6600,17.3,3840x2160,11.6,1.63,Linux,1496.53,7.3,6.81,941.0
8320,8320,HP,Intel i5,4,512GB SSD,Nvidia RTX 2060,17.3,1366x768,6.3,1.87,macOS,833.62,6.7,14.96,1090.0
8321,8321,Acer,Intel i5,16,256GB SSD,Nvidia RTX 3080,17.3,1366x768,6.2,2.82,Linux,1035.3,6.9,10.4,770.0
8322,8322,Samsung,AMD Ryzen 3,8,512GB SSD,Nvidia RTX 3060,15.6,1366x768,10.7,2.66,FreeDOS,685.13,6.5,12.77,1212.0
8323,8323,Samsung,AMD Ryzen 5,8,256GB SSD,Nvidia RTX 3060,14.0,1366x768,5.0,1.87,Linux,919.53,6.8,8.69,973.0
8324,8324,Lenovo,AMD Ryzen 7,32,256GB SSD,Integrated,17.3,2560x1440,7.9,2.95,macOS,1773.5,7.5,11.37,1185.0
8325,8325,Asus,AMD Ryzen 7,16,256GB SSD,Nvidia RTX 2060,14.0,3840x2160,7.0,2.56,macOS,2582.45,7.9,5.6,850.0
8326,8326,Dell,Intel i7,32,256GB SSD,Integrated,17.3,1920x1080,6.6,2.59,macOS,1580.52,7.4,8.5,639.0
8327,8327,Apple,Intel i7,64,2TB SSD,AMD Radeon RX 6800,13.3,1920x1080,8.0,2.62,Linux,4442.68,8.4,7.76,1604.0
8328,8328,Acer,AMD Ryzen 7,32,1TB HDD,AMD Radeon RX 6800,14.0,2560x1440,10.2,3.21,Windows,2096.32,7.6,14.25,1742.0
8329,8329,Asus,AMD Ryzen 3,4,1TB HDD,Nvidia RTX 2060,14.0,3840x2160,6.1,3.44,macOS,1086.09,7.0,11.05,1174.0
8330,8330,Lenovo,Intel i3,8,1TB SSD,Nvidia RTX 2060,14.0,3840x2160,10.2,1.8,macOS,1295.54,7.2,14.55,2117.0
8331,8331,Razer,Intel i9,64,512GB SSD,Nvidia RTX 3060,14.0,2560x1440,10.7,1.94,FreeDOS,6984.42,8.9,11.82,1182.0
8332,8332,Apple,Intel i9,64,1TB SSD,AMD Radeon RX 6800,16.0,1366x768,9.0,1.86,Windows,5258.55,8.6,10.6,91.0
8333,8333,MSI,AMD Ryzen 3,4,512GB SSD,Nvidia RTX 2060,14.0,1920x1080,5.5,2.85,macOS,955.96,6.9,8.3,1327.0
8334,8334,Acer,AMD Ryzen 3,64,256GB SSD,Nvidia RTX 3080,13.3,3840x2160,6.4,2.38,FreeDOS,3283.23,8.1,16.34,968.0
8335,8335,Apple,Intel i9,16,2TB SSD,Nvidia GTX 1650,14.0,1366x768,5.7,2.46,Windows,2487.71,7.8,9.93,1019.0
8336,8336,Acer,AMD Ryzen 5,8,1TB SSD,Integrated,14.0,2560x1440,7.9,1.41,Windows,719.36,6.6,7.4,1303.0
8337,8337,Dell,Intel i3,8,2TB SSD,AMD Radeon RX 6800,15.6,3840x2160,8.2,2.7,Windows,1503.8,7.3,8.37,1359.0
8338,8338,Microsoft,Intel i7,16,1TB SSD,Nvidia RTX 3060,16.0,1920x1080,9.0,2.26,macOS,1706.73,7.4,11.44,1909.0
8339,8339,Apple,AMD Ryzen 7,8,2TB SSD,AMD Radeon RX 6800,15.6,1920x1080,6.1,1.87,macOS,2201.83,7.7,12.96,1086.0
8340,8340,Lenovo,Intel i3,32,512GB SSD,Integrated,15.6,1366x768,5.2,3.18,macOS,870.67,6.8,10.53,1047.0
8341,8341,HP,AMD Ryzen 7,8,256GB SSD,AMD Radeon RX 6800,13.3,1920x1080,9.4,3.27,Linux,1282.23,7.2,11.67,1386.0
8342,8342,Microsoft,AMD Ryzen 9,16,512GB SSD,Nvidia RTX 2060,17.3,1920x1080,8.2,2.95,FreeDOS,2114.96,7.7,10.57,1026.0
8343,8343,HP,AMD Ryzen 7,8,512GB SSD,Nvidia RTX 3080,13.3,1920x1080,5.0,1.45,Windows,1233.67,7.1,7.86,1144.0
8344,8344,Apple,Intel i3,4,512GB SSD,Nvidia RTX 3060,15.6,2560x1440,6.3,1.87,Windows,1560.61,7.4,17.44,1568.0
8345,8345,Lenovo,Intel i5,16,1TB SSD,Nvidia RTX 3080,16.0,1366x768,11.2,2.58,macOS,1025.32,6.9,9.27,339.0
8346,8346,Acer,AMD Ryzen 3,8,256GB SSD,AMD Radeon RX 6600,15.6,1366x768,10.3,3.47,macOS,875.43,6.8,10.87,1217.0
8347,8347,HP,AMD Ryzen 7,16,256GB SSD,AMD Radeon RX 6800,16.0,1366x768,7.4,3.31,Linux,1247.45,7.1,12.6,1842.0
8348,8348,Razer,Intel i9,4,1TB HDD,Nvidia GTX 1650,13.3,1366x768,6.6,2.2,FreeDOS,1402.57,7.2,4.54,1189.0
8349,8349,HP,Intel i9,64,256GB SSD,Integrated,14.0,2560x1440,6.3,3.35,macOS,3318.68,8.1,7.19,1480.0
8350,8350,Acer,Intel i7,4,256GB SSD,AMD Radeon RX 6800,15.6,1920x1080,7.8,3.0,FreeDOS,1271.73,7.1,13.11,1492.0
8351,8351,Lenovo,Intel i9,32,1TB SSD,Nvidia RTX 2060,13.3,1920x1080,6.1,2.54,Windows,2509.72,7.8,6.37,1586.0
8352,8352,Samsung,AMD Ryzen 7,8,512GB SSD,AMD Radeon RX 6800,16.0,1366x768,7.6,3.11,macOS,1042.6,6.9,14.33,1637.0
8353,8353,Razer,Intel i3,8,2TB SSD,Nvidia GTX 1650,15.6,3840x2160,6.8,2.59,macOS,2089.73,7.6,9.19,1357.0
8354,8354,Samsung,AMD Ryzen 5,4,2TB SSD,Nvidia RTX 2060,13.3,1366x768,11.3,2.16,macOS,758.17,6.6,13.25,1524.0
8355,8355,MSI,Intel i7,64,512GB SSD,Nvidia RTX 3080,15.6,2560x1440,7.0,3.25,Linux,5215.22,8.6,14.73,985.0
8356,8356,HP,Intel i3,8,1TB HDD,Integrated,14.0,2560x1440,6.4,1.62,Windows,647.35,6.5,11.2,1602.0
8357,8357,Acer,AMD Ryzen 3,4,1TB HDD,Nvidia RTX 3060,14.0,3840x2160,9.7,2.43,macOS,1153.71,7.1,9.68,-223.0
8358,8358,Samsung,AMD Ryzen 3,16,1TB SSD,Nvidia GTX 1650,15.6,3840x2160,10.4,2.47,Linux,1763.75,7.5,4.91,1138.0
8359,8359,Apple,Intel i9,32,2TB SSD,AMD Radeon RX 6800,14.0,2560x1440,7.7,2.83,macOS,5050.95,8.5,11.73,1236.0
8360,8360,HP,AMD Ryzen 5,32,256GB SSD,AMD Radeon RX 6600,16.0,1920x1080,11.5,3.17,macOS,1625.23,7.4,6.25,852.0
8361,8361,Apple,AMD Ryzen 7,64,2TB SSD,Nvidia RTX 3080,15.6,1366x768,11.1,2.43,FreeDOS,3921.13,8.3,5.39,1292.0
8362,8362,Asus,AMD Ryzen 3,16,512GB SSD,Nvidia RTX 2060,15.6,3840x2160,7.0,2.93,FreeDOS,1867.68,7.5,8.0,1169.0
8363,8363,Lenovo,AMD Ryzen 7,4,256GB SSD,Integrated,14.0,1920x1080,6.1,3.31,Linux,832.99,6.7,9.11,1061.0
8364,8364,Samsung,Intel i5,8,256GB SSD,AMD Radeon RX 6800,15.6,3840x2160,8.8,2.44,Linux,1899.15,7.5,14.02,299.0
8365,8365,Razer,Intel i3,4,512GB SSD,Integrated,13.3,2560x1440,8.5,1.53,Linux,1030.11,6.9,14.19,1544.0
8366,8366,Microsoft,Intel i3,32,256GB SSD,AMD Radeon RX 6800,15.6,2560x1440,4.6,1.85,macOS,1964.96,7.6,8.98,859.0
8367,8367,Asus,AMD Ryzen 5,32,2TB SSD,Nvidia GTX 1650,16.0,2560x1440,6.4,1.9,Windows,2151.01,7.7,7.45,1157.0
8368,8368,Dell,Intel i9,64,256GB SSD,Nvidia RTX 2060,15.6,1366x768,6.5,1.3,FreeDOS,3604.04,8.2,10.59,1459.0
8369,8369,MSI,Intel i9,16,512GB SSD,Integrated,13.3,2560x1440,10.2,2.88,Linux,2147.64,7.7,12.43,1165.0
8370,8370,Lenovo,AMD Ryzen 9,64,1TB SSD,Nvidia RTX 3080,14.0,1366x768,5.8,1.67,Windows,3221.75,8.1,17.48,1430.0
8371,8371,Asus,AMD Ryzen 5,64,2TB SSD,AMD Radeon RX 6600,17.3,3840x2160,7.8,1.97,macOS,4277.7,8.4,11.94,659.0
8372,8372,Samsung,AMD Ryzen 5,16,1TB SSD,AMD Radeon RX 6600,15.6,1920x1080,11.6,2.46,Linux,1462.99,7.3,6.93,1888.0
8373,8373,Dell,Intel i5,16,1TB HDD,AMD Radeon RX 6800,14.0,1366x768,7.8,2.07,Windows,1003.72,6.9,8.13,906.0
8374,8374,Razer,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 3060,14.0,1920x1080,4.4,3.26,Windows,1476.34,7.3,10.07,1387.0
8375,8375,Samsung,Intel i7,8,1TB SSD,AMD Radeon RX 6600,13.3,3840x2160,5.2,1.43,FreeDOS,2179.4,7.7,8.13,2190.0
8376,8376,HP,AMD Ryzen 7,4,1TB SSD,Nvidia GTX 1650,17.3,1920x1080,5.5,3.18,Windows,1341.99,7.2,7.31,1606.0
8377,8377,Asus,Intel i7,8,512GB SSD,Nvidia RTX 3080,13.3,3840x2160,11.5,2.04,macOS,2112.31,7.7,10.27,1514.0
8378,8378,Samsung,AMD Ryzen 5,8,2TB SSD,Nvidia RTX 3080,14.0,3840x2160,6.6,2.21,Windows,1719.76,7.4,6.86,2944.0
8379,8379,MSI,Intel i5,64,256GB SSD,Nvidia RTX 2060,17.3,1920x1080,4.8,3.06,FreeDOS,3301.34,8.1,11.4,1233.0
8380,8380,Apple,AMD Ryzen 9,16,1TB SSD,Nvidia RTX 3080,14.0,3840x2160,6.7,1.55,FreeDOS,4928.75,8.5,12.58,1830.0
8381,8381,Samsung,Intel i7,8,512GB SSD,Nvidia RTX 2060,16.0,3840x2160,10.0,2.37,Linux,2151.93,7.7,11.25,1551.0
8382,8382,Lenovo,AMD Ryzen 3,8,2TB SSD,AMD Radeon RX 6600,16.0,3840x2160,6.4,2.53,Linux,1639.99,7.4,10.98,1021.0
8383,8383,Lenovo,AMD Ryzen 9,4,1TB HDD,Nvidia RTX 2060,17.3,1920x1080,4.2,2.88,FreeDOS,1490.39,7.3,5.3,1703.0
8384,8384,Samsung,AMD Ryzen 7,64,1TB SSD,Integrated,17.3,1920x1080,4.7,2.11,macOS,2167.06,7.7,9.25,1112.0
8385,8385,MSI,AMD Ryzen 5,4,256GB SSD,Nvidia RTX 3060,16.0,1920x1080,8.2,2.44,Linux,1228.63,7.1,10.96,1055.0
8386,8386,Acer,AMD Ryzen 9,32,2TB SSD,Integrated,16.0,1920x1080,6.6,2.4,Linux,1893.5,7.5,4.81,1441.0
8387,8387,Microsoft,AMD Ryzen 9,16,256GB SSD,Nvidia RTX 3080,13.3,1920x1080,7.1,2.69,macOS,2034.72,7.6,10.44,1127.0
8388,8388,Apple,AMD Ryzen 7,4,256GB SSD,AMD Radeon RX 6600,15.6,1366x768,5.7,1.54,Linux,1559.98,7.4,8.23,1013.0
8389,8389,Asus,Intel i7,4,256GB SSD,Nvidia RTX 3080,17.3,3840x2160,6.1,1.52,Linux,1933.66,7.6,8.33,1699.0
8390,8390,Microsoft,Intel i7,64,1TB HDD,AMD Radeon RX 6600,14.0,1366x768,6.3,2.72,Windows,2031.79,7.6,7.96,1544.0
8391,8391,Dell,AMD Ryzen 5,4,512GB SSD,Nvidia RTX 3080,16.0,1920x1080,6.7,2.78,FreeDOS,973.08,6.9,9.77,818.0
8392,8392,HP,Intel i3,4,256GB SSD,Nvidia RTX 3060,16.0,1366x768,5.9,1.87,Windows,859.69,6.8,12.26,836.0
8393,8393,Apple,AMD Ryzen 5,16,1TB HDD,Nvidia RTX 3080,15.6,1920x1080,4.2,2.04,Linux,1654.97,7.4,9.84,1293.0
8394,8394,HP,Intel i9,8,512GB SSD,AMD Radeon RX 6600,17.3,3840x2160,5.1,2.22,FreeDOS,2900.56,8.0,7.94,969.0
8395,8395,HP,AMD Ryzen 7,4,1TB SSD,Nvidia RTX 3060,14.0,1366x768,6.2,1.93,FreeDOS,895.69,6.8,9.08,1639.0
